"Selection Sort","Insertion Sort"
5729100,171200
7187200,171300
5277900,174400
5314600,171300
4319100,171200
4349700,171300
5119300,171100
4613000,171100
4798000,174300
4447100,171300
5024300,171300
4478700,171200
5303800,171200
8516600,171300
6701500,189300
5526400,171500
5627600,171700
5616900,188600
5454600,179000
5948500,184000
5629700,179000
5466500,179400
6298000,179400
5464800,178800
5678500,178600
5172900,182700
4530800,178600
4620200,178700
4767300,178700
3854800,178800
5940200,205100
4507700,179100
4244400,178900
3708000,178700
3948900,207200
4256600,215400
4088500,172200
4418300,171900
5197200,171500
5625900,185200
4762800,164700
5360900,175100
5325300,164900
5355500,164700
5339800,164600
5295000,174000
5157900,194100
5158300,162300
5186200,159300
5179400,159000
5155800,159300
5482900,193300
5166900,238400
4802900,236500
4514600,214600
4507500,180600
4420300,148800
4299200,148400
4706600,153900
4336300,147900
4370800,147800
4562600,147900
4421700,165800
4385000,152900
4298400,156400
4474400,153200
4550600,153100
4462200,153000
4325600,168500
4421300,158600
4293400,158700
4296300,162500
4531600,158800
3897700,158700
3943000,158800
4316100,177200
4339600,164800
4266500,167500
6246800,164900
4654000,164800
4369400,180200
4436600,171400
4510200,199500
4432300,175200
4331700,171900
4352600,171700
4301600,189400
4321000,178700
4318800,182000
4350400,178800
4343900,178800
4299800,193600
4301700,186500
4351000,189600
4370700,186300
4317000,186500
4329400,186300
4323700,186300
4655600,186200
4318400,189500
4361200,186300
4523800,186300
4509500,197400
4389500,178600
4564300,199000
4520300,193500
4591800,216000
4433200,193500
4499600,172100
4326700,175300
4328400,171600
4330400,171500
4326800,171400
4241500,181700
4301200,164800
4285800,169900
4284700,164700
4302600,164700
4190700,164700
4290600,183700
4447000,171400
4200400,174500
4131000,171500
4413800,171400
6157600,171400
4303000,193100
4647800,181700
4130100,178500
3914800,178500
4481200,178600
4628700,178700
4486300,178600
4429500,181700
4298700,178600
4443100,178500
4250700,178400
4456400,178500
4778400,178400
4271400,181600
4452500,178600
4398000,178400
4305900,178400
4352000,178500
4374200,181600
4295400,178500
4299900,178500
4298200,178500
4301900,189200
4278900,171300
3742100,174300
3962000,171400
4373100,171400
4558700,171400
4525300,191400
4486800,181900
4464700,178500
4105400,178400
4501700,178500
4420600,178400
4312100,178500
4298200,181600
4327900,178500
4297200,178500
4303300,178400
4311400,178400
4324000,181600
4293000,178500
4367800,178500
5903800,178500
4297300,178500
4832700,178400
4370300,181700
4308100,178600
4380400,178400
4326000,178600
4303900,178500
4327800,178500
4452300,181600
4300300,178700
4326300,178600
4561900,178500
4463600,178600
4368000,181900
4355800,178600
4368100,178500
4298700,178700
4304100,178600
4323600,178600
4307600,181500
4297500,178700
4298800,178600
4370400,178400
4297600,178700
4196000,191000
4195200,179300
4422600,190300
3755600,216900
4202300,186300
4664200,187800
4660800,179100
6918100,178900
7103400,179300
4466300,178600
4302200,179000
4349700,182100
4410700,178800
4328200,178900
4295600,178500
4433100,178700
4328600,181100
4319000,179300
6114000,178600
4403300,178600
4419800,195700
4610400,186200
4447000,189600
4449500,186200
4854900,186200
4914800,186200
4963600,196000
4971500,182800
4917000,190800
4936700,189100
4992200,178800
4917400,190300
4978400,171700
4958100,175300
4917500,197300
4955000,174900
4971600,171900
4972700,186000
5055300,254700
4766200,287500
4436200,291000
4491200,236500
4480500,222300
4302200,194200
4306100,203600
4297900,236000
4849500,230500
4361600,238900
4400200,242600
4381400,273800
4359200,258200
4434500,286600
4452500,261500
4331000,263300
4388200,260300
4515300,240600
4571000,198800
4910100,226400
5258300,208500
5475900,214800
5228600,220400
5169400,235800
7368100,232900
5305800,251000
5081000,246900
7748900,257000
8475200,216600
4808400,247300
4281300,231300
5044000,252900
4721600,246900
4507000,257200
4802600,226700
5215100,282600
5465200,274400
5165400,249900
5263500,238700
9803100,233400
6171500,242500
4011100,264900
3410900,252100
3842100,266100
4278400,250400
4409500,272000
4317600,273200
4298600,283000
4584700,295100
4310200,295700
4368100,347200
4326900,349300
4306700,340500
4343600,385800
4311200,383600
4139000,382100
4259100,413100
4156500,404000
4198800,392300
4188900,237600
4182800,217600
4180700,215200
4193600,214600
4207000,214500
4191000,215900
4136000,214500
4125400,214500
5072200,214400
4338800,228500
4065200,224800
5921100,214800
4196500,214600
4251100,214400
4147700,216200
4183600,214400
4126700,214500
4135200,214400
4124600,214500
4133500,215500
4162700,214400
4154600,214400
4210700,214200
4194300,214400
4196200,215500
4230400,214300
4142700,214300
4126500,214200
4196100,215400
4174500,214300
4888900,214300
4308600,214400
4468200,214300
4533300,215500
4496200,214400
4699500,214400
4560100,214400
4547500,214500
5156100,240300
5187000,214400
5220800,214400
5159600,214300
5177000,220600
5215500,214500
5160300,214400
5154400,214400
5291400,214300
5174200,215700
5158600,214200
5223000,214300
5157800,223100
5288400,215800
4299800,214700
4425700,214400
4127700,214400
4217900,214200
4237300,215400
4027800,214300
3612700,214400
5695500,214100
4263900,214200
4309100,215300
4302200,214200
4397600,214200
4034900,214100
3729700,215600
3903900,214300
4385300,214100
7817400,214400
7993200,214300
4478200,215300
4165200,214300
3344600,214200
3465800,214200
3836900,215400
4414600,214100
4137600,214300
4617100,214300
4614500,214200
4591900,215500
4508200,214100
4547100,214200
4518300,214300
4276300,214100
4526900,217000
4474100,214300
4424800,231300
4231200,214700
4314900,216100
4329100,214400
4281700,214400
4052500,214300
4137700,214200
4127000,215400
4192600,214300
4127400,214200
4066700,214300
3885900,214300
4275900,215400
4154800,214300
4263300,214400
4304100,214200
4220700,215400
4362300,214300
4066300,214100
6013200,214300
4350000,214300
4244100,215400
4252400,214100
4201100,214200
4246200,214200
4116400,214200
4202400,215300
4128100,214200
4315100,214300
4218400,214300
4196900,227100
4115800,214400
4110900,214400
4127800,214400
4054300,214400
4037500,215800
4061900,214200
3674400,214200
4216100,214200
4197100,215500
4316900,214300
4196300,214200
4155200,214200
4128000,214200
4624500,215500
4306400,214300
4303100,214200
4398800,214200
4328100,214200
4530400,215500
4321000,214300
5449800,214300
4309500,214400
4301800,215500
4382000,214300
4362300,214300
4300300,214300
4421500,214200
4458800,215500
4381500,214300
4319800,214200
4303200,214200
4369200,214300
6108600,215500
4301900,214200
4355200,214200
4645500,214100
4301100,215400
4346100,214200
4318600,214200
4376500,214100
4324800,214100
4468400,215300
4309500,214200
4316100,214300
5285000,214300
4580000,215500
4385200,229700
4297500,214500
4335800,214500
4297500,214200
4335300,216000
4356000,214600
4421100,214400
4319500,214300
4226100,214300
4172800,215600
4116700,214400
4201000,214300
4123900,214200
4133100,233900
4171400,214400
4127200,214500
4154300,214200
4226400,214300
4041000,215900
4284700,214200
4156800,214100
4179800,214200
4125100,214100
4124600,215300
4153200,214200
4131400,214100
4324900,214200
4125600,219600
4170300,214400
4125800,214300
4136200,214200
4036400,214400
5905900,215800
4336000,214200
4109400,214200
4156600,214200
4941500,215400
4193600,214200
4153400,214200
4162600,214200
4128200,214200
4134600,215400
4117200,214300
4310900,214300
4035300,214100
4277700,214100
4222600,215400
4131800,214300
3947200,214200
4127200,214200
4146300,215300
4165300,214200
4126000,214200
4126800,214300
4313600,214200
4159500,215200
4128400,214200
4146200,214300
4136400,214200
4155200,214400
4119000,215400
3985800,214300
4023800,214200
3998600,214300
4190500,215300
4011500,214200
4010500,214300
4011600,214300
4088000,214200
4098200,216400
4346800,214200
4245800,214200
4220900,214200
4266100,214200
4127700,215500
4136900,214200
4127500,214200
4145900,223600
4014500,222500
4052600,214300
5552900,214200
4065800,214100
4097600,214200
4151700,215400
4126900,214100
4138700,214100
4154300,214100
4176200,215400
4127300,214200
4180000,214200
4127500,214100
4180500,214200
4177200,215400
4144900,214400
4127700,214300
4177200,214300
4247200,214300
4345300,215400
4127600,214400
4183200,214300
4355600,214200
4234800,219200
4411900,274800
4339900,247800
4301000,224400
4224300,249100
4193400,215200
4213000,215000
4126600,214700
4125400,214600
4128400,215700
4120600,214300
4035500,214100
4127500,214200
4213200,214200
4175500,215400
4102800,214300
4124900,214400
4129500,214300
4249000,215400
4125900,214100
4235700,214200
4125900,214200
4245300,214200
4125800,215300
4125500,214200
6085000,214200
3763200,214200
3654500,214200
4137000,215600
4694100,214200
4456800,214300
4380100,214200
4338500,215100
4322300,214000
4328500,214100
4313500,214300
4323200,214200
4329600,215300
4317100,214200
4308400,214000
4344800,214200
4373000,214100
4308300,215200
4310900,214000
4330400,214100
4336900,214000
4309200,215200
4459000,214100
4610500,213900
4343300,214000
4298700,214100
4369500,234600
4315100,214300
4335600,233200
4432400,214800
4238900,216100
3489100,214300
3667300,214200
3867900,214100
4251200,214000
4286400,215100
4342000,214100
4361600,214200
4298800,214100
4297900,214100
4328500,215200
4304000,214200
4326500,214300
4341900,214200
4314900,215100
4334500,214100
4238700,214200
4101900,214200
6037900,214300
4273600,226800
4196000,214400
4335100,214500
4210100,214400
4195700,216100
4127900,214200
4201400,214200
4123000,214200
4126600,214300
4143100,215400
4231600,214200
4035800,214100
4124900,221200
4155000,214300
4119000,215700
4136600,214200
4142300,214200
4128000,214200
4278100,215300
3631700,214100
3997500,214200
4298100,214200
4428600,214300
4286500,215300
4320400,214200
4296600,214200
4462100,214400
4297600,214200
4297800,215500
4338200,214200
4306300,214200
4125300,214100
4127100,215300
4136600,214300
4176600,214200
4132700,214300
3967700,214200
4058400,210600
4386300,178600
4071700,178600
4266400,178500
4151900,178500
4214100,180800
4126200,178400
4322000,178600
3940600,178500
4286300,178500
4299500,178500
4331800,179500
6164000,178600
4299200,178500
4421800,178500
4377300,178600
4380900,178500
4297900,179600
4345600,178500
4182900,178600
4177100,178500
4141900,178600
4125000,179600
4086200,192100
4177500,179000
4107200,178800
3963700,178700
3465200,178600
3205400,179900
3145900,178700
2933100,178600
2801300,178600
2966000,178600
3136400,179600
3529600,178500
3971100,178500
4154500,178600
4197000,178600
4203800,178600
4236300,179300
4145800,178600
4101400,178400
4204900,178500
4297700,178500
4080900,184900
4297300,196200
4401200,299200
4333300,315100
4276600,312400
4322400,292600
4249200,291400
4542200,305200
4485400,281600
4361900,280800
4356000,246200
4297900,180700
4219100,165600
4176700,165200
4338100,165200
4189500,165000
4127000,164900
4194800,186300
4369500,171700
4126500,171600
5879000,171700
4248800,171700
4151700,171700
4158300,172700
4129600,171600
4295400,171500
4130300,171500
4046300,171600
4039200,171500
4213400,172600
4130100,171500
4129600,171500
4179000,171500
4157100,171500
4126800,172300
4131200,171500
4313000,171300
4326200,171500
4611100,171500
4142600,171500
4146000,172300
4169200,171500
4286700,171300
4408100,171600
4508700,171600
4330000,171500
4296700,200300
4379500,171600
4328200,171700
4295700,171700
4321900,171500
4450200,171500
4352100,172700
4299300,171500
4579800,171500
7103500,171500
8469100,171600
7343800,172500
4201700,171600
4494000,171500
4106800,171600
4386700,171500
4299900,171600
4503400,172400
4488200,171500
4499200,171500
4561700,171600
4490400,171500
4503200,178500
4527500,180300
4498500,180600
4487800,165100
4510100,165000
4599300,165000
4676500,165000
6387300,182500
4532000,171500
4485400,171500
4633300,171600
4515400,171600
4573100,171600
4245900,172200
4369100,171500
4332000,171900
4400000,171600
4298500,171500
4193400,176600
4162100,171600
4141600,171700
4195100,171600
4129000,171500
4462300,171400
4255400,172800
4129200,171400
4128100,206300
4238800,183500
4196200,209200
4210000,173200
4221800,182900
4243600,165000
4130300,165000
4221100,164900
4146400,164900
4173800,165800
3932500,178400
4141300,158800
4471600,158800
4383100,158900
4381500,158800
4350100,158700
4513000,185700
4355100,164800
4296500,164800
4202100,164800
4201500,164800
4146100,186900
4221700,171400
4126400,171400
4069900,171300
4154000,171300
4196700,171400
4214600,172400
4036800,171500
4275500,171400
4141000,171300
4650100,171300
4214400,171300
5961700,172200
4236400,171400
4075600,171400
4364200,171300
4310700,171400
4343200,171400
4310200,172200
4340400,171400
4313300,171300
4343600,171300
4325900,171400
4361600,171400
4317400,173200
4312900,171400
4334000,171300
4330600,171400
4323000,171400
4480700,172300
4362500,171500
4315200,171300
4321400,171300
4309200,171400
4364000,171400
4399500,172200
4192700,171400
4123700,171400
4074700,171400
4049300,171500
4047000,171400
3978300,172100
4028100,171300
4009400,171300
3978400,171300
3979500,171400
4025400,171400
3983700,172100
3977500,171300
3978300,171300
3978200,172000
4034800,185500
3990200,172900
3978000,171500
3978400,171700
3965600,171400
3500100,171400
3843500,171300
4225100,172200
4302800,171300
3961400,171300
4111800,171300
5981800,171300
4299700,171300
4293900,185400
4221900,180500
4597800,171600
4134500,171400
4201800,171300
4297400,171200
4339700,172600
4298300,171300
4317500,171300
4298000,171300
4334700,171400
4297300,171300
4357900,172200
4331100,171300
4352200,171300
4328000,171300
4297500,171400
4317600,172100
4327400,171300
4297100,171200
4408500,171300
4300600,171300
4369800,171200
4295400,172100
4333900,171200
4124900,171200
4150300,171300
4042700,171300
4118000,171200
4082600,172400
3993600,186700
3968100,171600
3977300,171300
3967000,171500
3999700,171300
3968800,186200
3978600,164600
3979500,164700
3997600,164700
3968800,164900
3973100,164800
4096700,194600
4178400,158800
4127500,158800
4997700,158800
4112600,158600
5713200,158600
4157900,164900
4136800,168600
4137300,156500
4176200,160300
4262400,159300
4141700,152900
4168600,154100
4189100,170900
4187500,158500
4139400,158600
4137100,158600
4231600,158600
4000800,176100
3776900,164800
3719600,164700
4194500,164700
4272100,164700
4190900,164700
4242200,165500
4186300,186200
4162500,171300
4212800,171300
4127500,171300
4256000,171300
4222500,172200
4304700,171300
4224500,171300
4448900,171300
4196300,171500
4196900,171400
4223300,172200
4343800,171300
4144000,171400
4126100,171400
4157100,171500
4198800,172300
4124700,171300
4126700,177700
4128400,179000
4260100,171700
4096800,171500
3965800,172800
4570600,171400
3548600,171400
3430400,171300
4383500,171400
3313000,171300
3345100,175900
3055600,171400
2934700,171400
2887700,171300
2912600,171500
2901600,171400
3295700,172400
2932400,171400
2840100,171400
3118500,171400
3212600,171400
3891100,171400
3514400,172300
3243900,171300
3114000,171400
3392700,171400
3836400,171400
3061000,172200
3104900,171400
3030200,171300
3044300,171400
3160500,171400
3202800,171400
3046600,172100
3179000,171300
3221000,171200
3314200,171300
3544200,171300
3372600,171300
3396500,172400
3227200,171400
3683300,171400
3376800,171300
3219800,171300
3065600,171300
3338100,172200
3808900,171400
3687600,171400
3371200,171400
3698500,171400
4269700,171300
4732800,172200
6039000,171500
4541100,171400
4887300,171400
4821000,171300
4554200,172200
5143500,192300
5456900,178500
5109900,178500
5586300,178600
4749300,178500
4444100,180100
5233600,178400
5276900,178500
5015200,178500
5343000,178500
5430100,179300
4556600,178400
5189200,178400
5250600,178400
4655000,178400
4599800,178500
4513300,179500
4307300,178600
4277200,178400
4465200,178400
4349200,178600
4388100,178400
4384400,179300
4365200,187000
3965600,171400
4022500,171400
4278400,171400
4157000,172400
4152500,171400
4201000,171300
4126800,171300
4343700,171300
4180900,171300
3984500,172300
4115500,171400
4175200,171300
4168100,171300
4147500,171300
4137800,171500
4185300,186100
4137600,171600
5920100,171600
4184300,171500
4148600,171600
4139900,171300
4127600,188500
4219100,179300
4237400,171700
4168300,191700
4130900,220000
4186500,212200
4128300,263500
4137600,165900
4130200,165700
4142700,165200
4159700,166400
4065600,174400
4120800,158800
4119900,158600
4129200,158700
4128000,158700
4146700,159800
4105400,175100
3999300,164900
4000000,164900
4078200,164800
3968700,164800
4214100,165800
4000000,181000
4042500,171400
4036300,171400
4064300,171400
3989600,171500
4084300,189400
4037500,190600
4038200,178700
4044100,178600
4213100,178700
3894300,179800
4037000,178500
4023600,178400
4092200,178500
3981500,178400
4045200,178400
3971000,179500
5701400,178500
4109100,178500
4078900,178500
4039600,178500
4067600,179500
4038400,178500
4130600,178400
4145800,178400
4182000,178800
4204200,178400
4126000,179400
5382100,178400
8176400,178300
4205100,178300
4256900,178600
4178200,178600
4125300,179400
4170600,188300
4156700,171400
4129100,171300
4125800,171400
4143600,172300
4171600,171300
4126800,171400
4125800,171300
4126900,171200
4070400,171300
4143900,172200
4034200,171300
4074700,171200
4084900,171300
4353600,171300
4026400,171300
3975200,172400
3967400,171300
4060900,171300
3780000,171300
3805100,171300
4257200,171300
4279500,172200
3884700,171400
4292900,171300
4287700,171300
4289800,171200
4174900,171200
4184400,172100
6096000,171300
4113200,171300
4302000,171300
4330400,186600
4324300,178000
4463500,171500
4502400,171300
4367900,171500
4344000,171300
4318600,171200
4373200,172100
4412900,183000
4337600,164700
4311300,164700
4400500,164600
4371800,164600
4336300,165700
4298500,180800
4319400,171200
4323600,171300
4392500,171300
4297000,171300
4298500,172100
4324800,193600
4521100,178400
4326300,178300
4283000,178300
4202000,179300
4280700,178300
4125700,178300
4410600,178400
4267700,178600
3944100,178300
4297500,179300
4211500,178400
4301900,178300
3911300,178400
4281800,178400
4207100,179400
4262900,178500
4124600,178400
4198300,178400
4200800,178400
4228200,178300
4196200,179200
4065700,178300
4031200,178300
4165700,178300
6048600,178500
4135400,178400
4084200,179100
4119900,178400
4045000,178500
4111600,178300
4112100,178400
4004200,180400
4045800,178200
3979500,178300
4248700,178400
4143300,178300
4044200,178400
4207600,179400
3900500,178300
4182500,178300
4136100,178300
4080500,178300
4104200,179300
4088300,178300
4086700,178400
3987500,178300
3977300,178400
4005600,178300
3978400,179400
4136400,178400
3944300,178400
4145700,178400
4150000,178300
4064200,179300
4376500,186500
4141800,178500
4137600,178400
4146800,178300
4127300,178300
4045400,179500
4042900,178300
4302400,178400
4109400,178400
4008400,178300
4024400,178300
3937200,179400
3815400,178300
4058400,178300
3966200,178400
4107700,178200
4122600,183200
4005300,178500
4146300,178900
4146900,192500
5819500,178800
4161600,178500
4417800,179700
4140100,178500
4126800,210600
4216400,190600
4199700,208500
4197100,180800
4308600,179100
4216300,178800
4276200,178800
4196500,178400
4155300,197600
4383100,178700
4567200,178500
4299800,178500
4327000,178500
4405300,178400
4300200,179900
4296000,178400
4349500,178400
4381800,178600
4297800,178300
4298900,179500
4363700,178300
4310600,178400
4204500,178400
4319900,178400
4352600,178400
4289200,179400
4297100,178400
4253100,178400
4300600,178400
4129500,178300
4143600,178400
4155300,179200
4173200,178300
4126800,178400
4133000,178400
3967200,178300
4161200,179400
4123900,178400
3992200,178500
4046000,178500
4088800,178500
4040700,178500
4039100,179400
4135700,178400
5207400,178400
3561400,178400
4073400,178500
4364800,179500
4300800,178600
4244100,178500
4126800,178500
4203200,178700
4442700,178600
4297600,179400
4307800,178400
4246900,178400
4170800,178400
4198700,178500
4325500,179400
4178500,178500
4305200,189400
4311000,171400
5482200,171300
4313900,171200
4339900,172300
4322500,171400
4329000,171300
4344800,171300
4310300,171300
4316600,171300
4466700,172100
4366400,171200
4309300,171300
4335100,171300
4337700,171200
4332600,171400
4385200,172200
4316800,171300
4317400,171400
4368700,171400
4346400,171400
4221300,173500
4135400,199200
4158900,185000
4159700,165200
4047000,165100
4049600,164800
4023300,166200
3982600,178700
4043800,182700
5858000,171600
4105300,171600
3969400,171500
4083900,172800
4148900,171400
4203200,171300
4178200,171400
4125900,171300
4252000,171300
4183600,172300
4127300,171300
4172900,171400
4127000,171400
4387100,171300
4284300,172400
4302800,171400
4415100,171400
4325400,171400
4324600,171400
4298000,171400
4787400,172100
4301500,171200
4301700,171400
4297500,171400
4336900,171600
4330900,171300
4296900,172100
4851600,171300
5301200,171300
4915900,171300
4962900,171200
5186300,171300
4912800,172200
4914200,171300
4978000,171200
4910400,171300
4913700,171300
5092400,171300
4933500,172100
4914300,171300
4926600,171200
4736300,171300
4202900,171300
4145900,173200
5904000,171400
4215400,171300
4130600,171300
4174600,171200
4131000,171200
4181200,172300
4148500,171300
4142100,171300
4305000,171300
4182200,171300
4130700,171300
4157100,172300
4131100,171300
4197400,171300
4143200,171400
4127400,171200
4130900,171300
4179700,172300
4259500,171500
4141800,171300
4158600,171300
4183300,171400
5115100,171300
4113400,172300
4301600,171300
4328800,171300
4567100,171400
4557900,171300
4353000,171200
4334900,172200
4296800,171300
4326500,171300
4352300,171200
4388900,171300
4313500,172100
4325700,171400
4382100,171300
4517500,171200
4299700,171300
4326400,171300
4370000,176300
4316800,171400
6112200,171400
4594600,171400
4299500,171300
4298000,171400
4328800,187600
4438500,171600
4317700,171500
4744500,171300
6166900,184000
8939700,171600
5090800,172700
5011800,171400
4912400,171400
4943200,171400
4980800,171300
4910600,172300
4910000,171300
4963900,171300
4914700,171300
4913200,171400
4844900,171300
4156500,172200
4125100,171300
4037300,171200
4151800,171300
4184200,171300
4124900,171300
4038100,172300
4259600,171400
4150400,171500
4125700,171300
4152100,171400
4327700,171400
4191300,172200
4126200,171300
4658100,171300
4039200,171300
4201900,171400
4212300,171400
4116300,172200
4046800,171300
4148800,171300
4126100,171300
4160600,171400
5715000,172200
4082700,171300
4175600,171300
4053800,171200
4137800,171300
4142700,171200
4166400,172300
4135200,171400
4157100,171300
4145400,171400
4725500,171300
4041700,171300
4342200,172300
4247200,171400
4270200,171400
4220900,171400
4265000,171400
4308300,171300
4275300,172400
4209000,171300
4187800,171400
4448200,171300
4208200,171200
4142900,172200
4186500,171300
4157200,171300
4108400,171400
4271500,171400
4173500,171300
4144200,172200
4129900,171200
4351400,171400
4206600,171400
4121300,171300
4293400,171300
4338300,172300
4274900,171300
4309100,171400
4216900,171300
4135800,171300
4162000,171300
4065500,172200
5909600,171400
4383900,171400
4264600,171400
4222500,171500
4155100,171400
4140200,176800
4180700,171500
4125500,183600
4144300,165900
4141500,164900
4175500,165800
4126100,164700
4126700,164800
4159000,174800
4176100,164700
4142300,158700
4287200,158700
4312700,159700
4152900,158600
4125000,176500
4194700,177300
4140600,165000
4166400,164800
4124800,166300
4189800,164600
4035200,183800
4016700,171300
4035900,171200
4113900,172300
4035200,171200
4079700,171300
4034700,171300
4813300,171300
4035200,171300
3992500,172300
3973100,171300
3996500,171400
4238300,171500
4120800,171300
3974600,171400
4059300,172200
3967100,171300
4016600,171300
4046900,171200
5609500,171300
4078300,171300
4043600,172200
4038400,171300
3996300,171300
4037800,171300
4036300,171200
4229000,171200
4129200,172200
4125100,171400
4154800,171400
4136000,171400
4127000,171300
4126800,171200
4155800,173100
4148100,171400
4126100,171400
4125200,171300
4160800,171600
4186800,172400
4125800,171400
4195500,171300
4155400,171400
4125100,171300
4155300,171300
4081500,172100
4076100,171400
3638800,171400
4059400,171300
4171200,171300
4162900,171400
4083000,172200
4332200,171200
4056800,171300
4163900,171300
4125000,171300
4099900,171300
4070800,172000
4057600,171300
4003900,171300
4036000,171300
4172200,171300
4179700,171200
4124900,172100
4025600,171200
4075300,171300
5896600,171300
4128800,171400
4126100,187900
4262800,171400
4187500,171300
4148100,171400
4125500,171300
4307700,171300
4209100,186800
4128300,194800
4152800,171800
4204900,171700
4359900,171500
4199000,171400
4172200,173300
4129300,171400
4382900,171500
4300000,171300
4342000,171300
4342800,172300
4324600,171400
4297100,171300
4399900,171300
4252700,171300
3656700,171300
3232400,172200
3266200,184800
3187000,171600
3322100,171400
3710700,171400
4212200,171400
4289400,172800
4244900,171400
4197300,171300
4272000,171300
4110500,171400
4172100,171300
4123200,172300
4158700,171400
4125900,171300
4112300,171300
4166800,171400
4088500,171200
4029300,172300
4329300,171300
4191800,171300
4133900,171200
4154700,171200
6083700,172100
4320800,171100
4038900,171300
4128200,171300
4180300,171300
4367800,171200
3759500,172200
4066100,171300
4159600,171300
4133800,171200
4124200,171300
4157100,171200
4168700,172100
4245700,171200
4121300,171200
4128700,171200
4179100,171200
4204400,171100
4126200,172100
4127200,171300
5020100,171300
4354200,171200
4155800,171500
4303400,171400
4193800,172300
4127500,171300
4125400,171400
4127000,171200
4203000,171300
4145700,172200
4126200,171300
4066600,171300
4171400,171200
4126700,171200
4049500,171300
4037600,172200
4118800,171200
4037500,171100
4036400,171300
4137800,171300
4373800,171400
4129200,172200
4131400,171300
4633000,171200
5344200,171300
5219100,171300
3850500,171200
3123400,172300
3380700,171300
3790600,171300
5698900,171300
4205800,171200
4220300,171200
4128200,191700
4201400,171600
4151700,171700
4151900,171700
4148200,171500
4195900,172800
4163200,171400
4166100,171300
4126800,171300
4369000,171400
4470900,171400
4379500,172500
4296200,171300
4208800,171300
4159400,171300
4125000,171300
4132400,171200
4125400,172300
4277200,171200
4136400,171200
4137400,171200
4030200,171400
4108600,185900
4209600,171400
4186200,171400
4125700,171300
4174800,171300
4126300,171300
4132100,171300
4123300,172300
4090000,171300
4034500,171400
4044400,171300
3983300,171300
3995600,172200
3988700,171300
4033900,171300
4069200,171400
4328500,171400
4203700,171400
4156200,172300
4124300,171200
4179400,171200
4187500,171300
4570000,171300
4128200,171300
4135400,172300
4161100,171200
4075600,171200
5864200,171300
4250600,171200
3966400,171300
4217600,173000
4234000,171300
4224800,171300
4136500,171400
4137800,171300
4076300,171200
4082800,172400
3925600,171300
4050800,171300
4046700,171200
4058100,171300
3896700,172300
4049100,171200
3976300,171300
4399600,171300
3759800,171300
4074900,171400
4111600,172200
4211200,171300
4122700,171300
4127700,171400
4123800,171400
4235500,171400
4127300,172300
4144300,171500
4124200,171300
4234900,181900
4125300,164800
4126400,164800
4132800,194700
4161000,164900
4139500,164800
4126200,185100
4168100,171300
4312300,172500
4154900,171300
4125500,171300
4161600,181500
4154400,164800
4099800,164700
3970700,170700
4089700,172000
4058600,164800
3971000,183400
3968000,171400
3979000,171200
3983200,172700
5877000,171300
4123800,171300
4048700,171300
4202100,171300
4138900,171300
4235000,172300
4157100,171300
4194800,171400
4136400,171400
4149700,171300
4137600,171400
4185200,172200
4175000,171300
4201700,171400
4138200,171300
4277100,171400
4138300,172200
4142100,171100
4171700,171300
4184800,171400
4153800,183500
4212100,171400
4137500,172800
4185700,177200
4170700,171400
3969200,171300
4047600,171400
4094900,171200
4282000,172500
4304100,171300
3445500,171300
3511400,171300
4034000,171300
4020200,171200
4122000,172400
4273100,171200
4177900,171400
3866400,171300
4206300,171300
4154700,171300
4170100,172100
4126100,171400
4145300,171400
4127300,171400
4249900,171300
4125000,172200
4124600,171200
4125300,171300
6292400,171400
4223200,171300
4165800,171400
4484500,172300
3540300,171300
3817500,171300
3596100,171400
4271300,171300
4347700,171300
4392300,172300
4301300,171400
4415400,171300
4368600,171400
4304200,171300
4264900,171200
4180400,172300
4040000,171400
3970500,171400
4033100,171300
4194200,171400
3969100,171400
3476800,172200
3518800,171300
3482600,171300
3557600,171200
3452900,171300
3503700,172200
3506300,171300
3504800,171300
3522200,185000
3503300,164700
3452200,164700
3622600,165600
3435300,164700
3172900,164700
3124300,164700
3239900,164700
3464500,164800
3101000,169900
3103600,164700
3042300,164800
3084700,183700
3081500,171300
3246600,171400
3604500,172400
3607400,171300
5031200,171300
4591500,171400
4584700,171300
4582100,171400
6322000,172200
4548900,171400
4504400,171400
4930700,171500
5195700,171400
6091600,171300
6077500,172200
6091200,171400
6089600,171300
6077200,171300
6166200,171300
6087200,171200
6141700,172200
6286500,171300
6100500,171300
6094400,171400
5977900,171300
4919600,172200
4729400,171400
4149500,183700
4138500,171400
3970300,171300
3968500,171400
3928800,172700
3967000,171300
3969300,171400
3970800,171300
3982100,171400
3973500,171300
3969100,172300
4106300,171300
4071300,171200
4038900,171300
4036800,171200
3998300,171200
4029000,172100
3973400,171400
3969800,171300
3971100,171300
4180600,171300
4041000,173000
3967300,171300
3969000,171300
4042700,185800
3971100,164600
4030500,164700
4004400,200800
4086200,172300
3972300,201800
4048000,177300
4183600,159000
6053400,158600
4231500,160200
4299100,158700
4431000,158700
4354700,174400
4299300,164800
4322600,164700
4298100,181900
4379700,165000
4297000,164900
4509800,180900
4312600,171300
4320100,171400
4334700,172500
4480600,171400
4323900,171400
4315000,171500
4468500,171300
4367300,172100
4316100,171200
4389800,171300
4345300,171200
4312500,171200
4358500,171200
4146300,172200
3755800,171200
3740200,171200
4419400,171300
4214900,171300
4401700,171400
4469500,181200
4510800,190200
4539500,171700
4497600,171500
