"Selection Sort","Insertion Sort"
4590900,250800
4285400,229200
4305900,172700
4481800,172400
4061100,172200
4181800,171600
5280000,171400
3896700,172700
4455800,171400
4226400,171200
4422000,171300
4421200,171300
4508200,171300
4265500,172300
4157100,171500
4393000,171400
4402300,171400
4250800,171300
4087300,172300
4509400,171400
6420500,171500
4222100,171400
4878000,171400
5032300,171500
4914000,172300
4911000,171300
5221100,171300
4919900,171200
4913100,171400
4976000,171300
4937000,188600
4912500,171600
4965900,171600
4416000,171400
4134200,171300
4195000,171400
4419200,172700
4503400,171300
4368700,171200
4400500,171300
4335800,171200
4292200,172200
4367700,171300
4424400,171300
4314400,171300
4323500,171200
4256200,171100
5364400,172200
5915900,171200
5152400,171300
5456400,171200
6491500,171300
4442700,171400
7153300,172100
6849400,171400
5779600,171200
7851900,171200
5046400,171200
7524500,171200
6664200,172200
7107500,171200
7018300,171300
4538600,171200
6675700,171200
5557900,171200
4379900,172200
7205400,171200
4776700,171200
4250500,171300
7333800,171300
4586800,171400
4682700,172200
6000900,171300
4435000,171300
4356100,171200
4413800,171200
4330500,172200
4332800,171100
4345300,171200
4303700,171200
4301900,171200
4707900,171300
7320200,172200
6206000,171300
4640500,171300
4302000,171200
4331300,171400
4407800,171400
4331300,176000
4303200,171400
4325000,171400
4384800,171400
4336000,171500
4299500,171300
4200700,172600
4350500,171400
5466900,171300
5107000,171300
4043400,171300
4396000,171300
3554200,172200
2769300,171400
2800000,171300
4533800,171200
4049500,171200
2890500,172300
2911700,171300
3117100,171300
2959900,171300
2936500,171300
2819400,171300
2838200,172300
2855500,171300
2933100,171200
2829500,171200
2922000,171300
2793900,171300
2828300,172200
2858500,171300
2830300,171400
2846200,171400
2876900,171300
4487800,171500
2779900,172300
2732700,171300
2972600,171500
2833800,171400
2737800,194300
2733600,166200
3120600,164900
2826800,164700
2733500,164800
2991600,183800
2815700,171200
2728500,172500
2972000,171400
2736700,171300
2778300,171300
2887300,171200
2726600,171300
2781700,180300
2721600,171300
2884200,171400
2780000,171300
2918000,171300
4687300,171300
5135500,189200
5321800,171300
5099200,171300
4562800,171300
4174000,171300
4278500,171300
4220700,172400
4377000,171200
2876500,171200
2984700,171300
2854800,171200
2919000,172200
2822600,171300
2967300,171300
2939400,171300
3297900,171300
3501400,171300
2868900,172300
3070900,171300
2984300,171200
2999200,171300
2970900,171100
2830100,171100
2818900,172100
4437300,171200
2978600,171200
3374000,171200
2914400,171200
3359800,171300
2847100,172300
3110300,171300
3378500,171300
2842200,171200
4450500,180900
4983600,164600
5014100,172000
5015100,164800
5607300,165100
4205800,182300
3242300,171500
2806200,172600
2829400,171700
2839400,171300
2989200,171500
2917000,171400
3065500,171500
2883700,172200
2830400,171200
2793600,171200
3010800,171300
2832900,180200
3177700,164700
4468000,165600
4819100,164700
3025000,164600
2869100,164700
3040600,164700
2964600,164600
2908000,165600
2869700,164600
3208200,164500
2803600,164700
2797700,164700
2826700,164700
2799400,165500
3137300,164700
3585600,164500
3182200,164600
2877400,164800
4450700,164800
3326600,165500
3351200,164600
2979500,164700
3013000,164700
2836700,164800
2870800,164700
2855700,165600
2732900,164700
2734200,177000
3063200,164900
2753100,164900
2824200,164700
2739700,166000
2734000,164700
2814900,164700
2729600,164600
2730400,164600
2814600,164900
2732700,165500
2824700,164700
3982600,164700
2901800,164800
2962300,164700
2892800,164700
2839700,165500
3024900,164600
2890000,164600
2971000,164700
3009000,164700
2902900,164600
3397800,165600
3336800,164700
2915200,164700
3103900,164600
2938700,164700
3239400,164700
2859400,165500
2829800,164600
2821300,164600
2897800,164600
3067000,164600
3409700,164500
3348700,165600
5549400,164800
2954900,164700
3137000,164700
3012800,164600
3052800,164800
2877700,165700
3068000,164700
2997000,164700
3313900,164700
2826300,164700
3068200,164600
2792500,165400
3012500,164600
2855700,164600
2884700,164700
2824400,164700
2858700,164600
3037300,166800
3108900,168100
3121200,164700
3675800,236500
3683600,224700
4314000,161100
4261300,159400
4337800,158900
4389900,158900
4487800,159000
4392200,168400
4537400,153100
4662600,154000
4464200,153000
4543300,153000
4370300,153100
4252100,153100
4219100,162800
4156600,148700
4234300,148000
5167200,147700
3987700,147700
4025500,147800
4772600,161000
4975800,142800
5406000,171700
5468600,142900
5575100,142700
5429200,142600
7435800,142600
5488600,142900
5494200,142800
5457200,143500
5478500,142800
5449900,142900
5431800,142800
5475200,142700
5766800,142800
9288500,142900
7857700,143400
5434900,142700
5499000,142900
6752000,142800
7483600,143000
3966500,142900
3632200,142800
3434600,143500
3810900,142800
4416200,142600
4913200,142800
4772900,142700
4495900,142900
4532200,142800
4316700,159400
4297000,143000
4393100,143000
4586100,142900
4298800,149100
4299700,125900
4388600,126000
4242400,127900
4509500,126000
4244000,126000
4516500,126200
4299600,125900
4325200,126000
4507400,126000
4323400,126800
4320200,126000
4291100,125900
4389500,125900
4285300,126000
4200200,125900
4125300,125900
4198300,125900
4143500,126700
5736900,126000
4185100,126000
4370900,126100
4199900,125900
4224700,126000
4210400,125900
4208500,126000
4128400,126700
4157300,126100
4252900,126000
4185300,125900
4128800,126000
4157200,126000
4247600,126000
4174200,126000
4128800,126700
4128300,125900
5277500,126000
4599000,125900
4303000,126000
4362800,126000
4310300,125900
4301000,126000
4301400,126700
4339100,125900
4295300,126000
4287900,125900
4276500,126000
4197200,125900
4159300,126000
4197800,125900
4235100,126800
4127200,125900
4156800,125900
4127700,126000
4211900,125900
4060000,125900
4337400,125900
4100000,125900
4236700,134800
4131200,126100
4159600,126000
4145600,125900
4143700,126000
4127400,126000
4150400,126000
4142800,126000
4143800,127000
3969500,125900
4069500,126000
5940600,126000
3969600,125900
3967000,141600
4029500,129700
4068000,129700
4039200,130500
4077700,129700
4090900,129700
4179100,129700
4128400,144200
4126100,133800
4179600,133700
4185500,134600
4153200,133800
4126700,133800
4365300,133800
4127300,133800
4125000,138100
4156000,138000
4198500,138900
4144900,138100
4125200,138200
4125900,138100
4227700,138100
4096700,155800
3967600,142800
3967700,143700
4023200,142700
3984900,142700
3966900,142700
3968100,142800
4068100,160400
3889900,147700
3967200,148500
3968100,147800
4205900,147600
4129600,153000
4126800,162600
4008900,181300
4072200,152900
4038200,154000
3967500,152800
3969300,153000
3989500,153000
4010800,168700
3969000,158600
3966000,159500
3981800,158600
4014700,158500
3968500,158500
3992500,172900
4049300,163800
5980600,154300
4037900,152900
4155900,152900
4156400,152900
4127500,152900
4148200,170600
4223600,159600
4157100,191000
4125700,164300
4127100,186800
4156800,159500
4125700,175200
4282700,166600
4126200,164900
4194100,164900
4154100,164800
4128800,180000
4171300,171200
4282000,172400
4252100,171500
4152500,171300
4134100,171300
4155200,171300
4171500,171300
4123500,172100
5650300,171100
4743800,171300
4738100,171300
4702800,171100
4718600,171200
5055700,172100
4700200,171400
4689100,171200
4721100,171200
4736500,171200
4749100,172200
4685800,191300
4736800,171600
4838300,171600
4707600,171400
4257700,192600
4252100,179700
4393300,178500
4126500,178400
4126600,178400
4272200,178400
4050100,178300
4125100,179300
4127700,178300
4179300,178400
4128000,178400
4124300,178400
4072800,179400
4099400,178400
5834800,178300
4142100,178400
4063000,178500
4434200,178400
4140200,179400
4137300,178300
4225500,178400
4199100,178300
4140200,190500
4138600,172100
4194100,171200
4191700,171100
4138500,171300
4154400,171300
4200100,171200
4187300,172000
4138100,171200
4139800,171100
4178800,171100
4192300,171200
4162500,171200
4137200,189000
4294700,171200
4215200,171300
4072000,171300
4005600,171300
5169800,171200
4021300,172200
3978300,171300
4046100,171100
3977900,171200
4028100,171200
3977900,172300
3985500,171200
3979100,171200
4040400,171200
3978200,171200
4013600,171200
3979100,173400
4016300,171300
3979300,171200
4120000,186200
4066200,171600
4139700,171500
4044100,172600
4316500,171300
3978700,171300
4008400,171200
4026700,171300
3672800,171300
3401400,172200
5696900,171200
4090100,171200
4286600,171300
4157300,171400
4347500,171100
4220700,172200
4236100,171200
4127500,171300
4221200,171300
5016600,171200
4227900,172300
4126900,171200
4220100,171300
4232100,171200
4164500,171200
4126700,171100
4184400,172100
4132300,171300
4139500,171300
4358900,171200
4331100,171200
4127600,171300
4339600,186100
4154100,171600
4049000,172600
3913400,171500
3984700,171400
4231500,180300
4024000,165500
3964700,164700
3806100,164600
4271900,164600
4092000,179300
4494400,158600
4411800,159400
4443700,158600
4639800,158600
4230800,158700
4446800,158600
4553000,178500
4291900,165600
4507500,164600
4397700,164600
4436700,164600
4299400,164600
4297100,184300
4324700,172000
4537300,171200
4413800,171200
4302800,171100
5999800,171200
4325700,171200
4299800,172000
4326200,171200
4417400,171200
4351200,171100
4912900,171200
4942500,172100
4935200,171200
4921000,171300
4944200,171200
4955400,171200
4912700,171200
4939500,172000
5097300,171200
4976700,171200
4911400,171100
4970300,171200
4932000,171200
4910200,172200
4918200,171200
4577900,171200
4127600,171300
4150000,171300
3794700,171200
4021300,172300
4106000,171200
4140800,171200
4083000,171100
4058900,171200
4139600,171200
4168600,172100
4128900,171200
4153200,171200
4043800,171100
4141900,171200
4125900,172100
4127000,181800
4182400,173900
4124200,171200
4049700,171300
4125700,171200
4297100,172500
6587700,171300
6316700,171300
3715700,171300
3620700,171200
5863300,171100
4259700,172200
4269100,171200
4299500,171300
4318800,171300
4327100,171200
4304100,171300
4298600,172200
4297900,171200
4325400,171200
4318700,171200
4314900,171300
4299700,171300
4467500,172200
4300800,171200
4296400,171300
4298000,171300
4453400,171200
4299600,176000
4296400,186200
4299700,182800
5384100,207700
4300300,266900
4177900,174800
4141500,172600
3743800,171800
4081300,171400
4128700,171400
4326300,171400
3834500,172300
3787600,171300
4161000,171400
4197600,171300
4142400,171400
4193300,171300
4194700,172100
4187700,171300
4117000,171300
4126400,171300
4142600,171200
4172100,171200
4127100,172100
4425700,171400
4127900,171200
4210700,171300
4203700,171400
5974500,188600
4184100,171400
4201800,171400
4138200,171400
4167000,171300
3993400,171200
4146400,172400
4066100,171300
4047800,171300
4742000,171200
4322400,171100
4315600,171300
4323400,172100
4312200,171300
4479900,171300
4309400,171200
4314800,171300
4314900,171200
4315700,172200
4309000,171300
4363900,171200
4341500,171300
4336900,171300
4425300,171300
4115400,172200
4106600,171300
4099500,171300
4019300,171200
4008100,171200
4147800,173500
4135600,171300
4170700,171300
4073900,171200
4049600,171200
3971000,171200
3785300,172200
3771500,178500
4131700,171200
4132400,171200
4095300,171100
4103600,186300
4310400,181900
4482400,164800
4333400,164700
5855500,164700
4322600,164700
4335200,180100
4297900,172200
4328100,171300
4430800,171300
4298000,171200
4297900,171300
4298800,171200
4378900,171300
4297900,171200
4297800,171200
4314200,171300
4381800,171200
4297100,177500
4296200,184700
4508700,171600
4355500,171500
4299300,171400
4329500,171300
4359700,172500
4302400,171300
4265800,171300
4127200,171200
4313300,171300
4131100,171300
4139700,172300
4162300,171300
4177100,171300
4126200,171400
4124200,171400
4806100,171300
3925700,172200
3556000,171300
3638800,171300
4082500,171400
4182900,171500
4139100,172300
4127200,171300
4136000,171300
4093800,171300
4175800,171400
5857300,171400
4013700,172200
3311400,171300
3494700,171300
3804400,171400
4505800,171300
4326800,171300
4315700,172200
4175800,171300
4010900,171300
3704200,171300
4112200,171400
4299600,171300
4421400,172200
4326000,171300
4301900,171500
4341800,171300
4050400,171300
4157700,171400
4155800,172200
4208600,171400
4129700,171400
4252100,171300
4131900,171400
4174300,172300
4128500,171200
4166900,171300
4150600,171300
4144700,171300
4128800,171400
4153800,172100
4145900,171400
4047100,171300
4168800,171300
4068000,171300
4102200,171400
4040800,172300
4041800,171300
4113500,171200
4013300,171300
3913800,171300
4126000,171300
4176400,177800
4354300,171300
6073300,171400
4197200,171400
4293900,171400
4238700,171400
4130700,172600
4152500,171500
4242800,171500
4622400,183800
4131900,171600
4157200,173000
4227400,171400
4132800,171400
4234700,171400
4130200,171300
4221800,171300
4128900,172300
4127800,171300
4131500,171400
4332100,171300
4259000,171200
4246400,171400
4301200,176500
4392400,171500
4217500,171400
4129500,171300
4186700,171400
4102800,171400
3933700,172600
4297900,171300
4170600,171400
4176500,171300
4127600,171500
4129700,171400
4161300,172200
4180000,171300
4129200,171300
4125300,171400
4139100,171400
4176300,172200
4130000,171400
4143400,171300
4034600,171300
4009400,171300
4036400,171300
3970400,199400
5811500,171500
4169100,171400
4139000,171300
4142600,171400
4092600,171200
4167100,172400
4042100,171300
4273900,171300
4086600,171400
4229200,171300
4138000,171300
4056000,172400
4120800,171300
4161700,171300
4066300,171400
4067500,171300
4033100,184200
4161400,164700
3970000,164800
4046200,164800
3975000,164800
4010000,164800
3966200,165800
3982700,164700
3967500,164700
4035500,164800
3967500,164800
3983300,164700
3967400,165700
4165900,164700
4096000,164700
4155500,164800
4142400,164700
4206400,164600
4192400,165800
4127300,164800
4136000,164800
4036700,164800
4143100,164800
3885300,164800
4058100,166300
4119500,164800
4461400,164700
4106400,164700
4128500,164700
4205900,164700
4226500,164700
4125500,165700
5916000,164800
4200700,164800
4129500,164800
4128100,164800
4128000,164800
4206100,165500
4126600,164700
4125700,164700
4135200,164700
4259300,164700
4256900,164700
4126800,165500
4172400,176700
4238100,164900
4126300,164900
4099700,164800
3966500,164700
4025400,165900
4076900,164800
3968300,164700
3992800,164800
4046600,164800
3967900,164800
3966500,169600
3979400,164800
4086900,164700
3734200,164700
3992700,164700
4032600,164700
4004800,165900
3963800,164700
3947900,164800
4060500,164700
7172100,164800
7240200,164800
4517700,165600
3647000,164800
3184800,164700
3498700,164700
4113800,164800
4491900,164700
4582400,165700
4501100,164800
4652400,164700
4651000,164800
4515000,164600
5199400,164700
5621700,165500
6098800,164700
6274800,164700
8442800,164800
6083000,164700
6113900,164700
6215300,165500
6131200,164700
6446800,164800
6161800,164700
6072600,164700
6122500,164800
6100600,165600
6068900,164700
6121100,164800
6070200,164800
5929900,164700
4931100,164800
4659200,165600
4125800,164800
4230900,164800
3796700,164800
4126000,164700
4130000,164700
4184400,165700
4140400,164700
4125700,164700
4047100,164800
4201100,164800
3876800,164800
4039900,165600
4111700,164700
4076600,164800
3883500,164900
4031200,164800
4047700,164800
4150100,165600
4135000,164700
3984800,164800
3968100,164800
4022100,164800
3882100,164800
4051300,165600
3967600,164600
3973400,164700
3996600,164800
3967700,164700
3914400,164700
3513300,165400
3845000,164700
4210900,164700
4125800,164700
4222700,164700
4122800,164700
5703900,165500
4125700,164700
4363300,164800
4165600,2236600
4131700,166900
4209400,166400
4417800,187800
4158000,172100
4127800,171700
4189000,249100
4138900,203100
4147400,174100
4126000,172300
4119700,171700
3967000,171400
4054500,171400
4107100,172600
4188400,189000
4127500,171600
4144300,171700
4038600,171600
4108300,171500
4114700,172700
4102100,171400
4111000,171500
4014300,171400
3966700,171400
3996700,171500
3965500,172500
4011900,171600
3965500,171600
3996500,171600
3981500,171600
4035500,171400
4008400,172400
3992000,171300
3965700,171500
4012300,171500
3957800,171500
3977900,171400
4114900,172300
3971800,171300
3994600,171400
3967300,171400
4096800,171400
3987700,172300
3966800,171300
4064100,171300
3996500,171400
4022100,171500
5780600,171500
4138800,172200
4180200,171500
4066500,171400
4154700,171500
4221700,171500
4234900,171500
4140200,172300
4137300,171400
4188700,171400
4243300,171400
4150000,171500
4199400,171500
4307200,172300
5190600,171400
4200700,171400
4161700,171400
4211900,171300
4153700,171300
4128600,172200
4128700,171300
4548300,171300
5032400,171400
4233000,171400
4377100,172200
5086400,171300
6211500,171300
3689400,171300
3535600,171200
3725000,171300
3575800,173500
3475900,171300
4335100,171400
4171300,171300
3660900,171300
3279200,171200
3212600,172300
3167100,171300
2902200,171400
2814100,171300
2792300,171300
5159700,171300
3854700,172400
3494500,171400
3913200,171400
4705900,171400
5191800,187200
5158400,171700
7293800,217600
5164100,272400
4712000,283800
4334700,291200
4299300,294000
4318100,294500
4317200,300200
4308100,300600
4322500,298600
4298500,299000
4273400,299900
4210100,287400
4344200,316800
4249100,315900
4262500,314500
3759800,315500
3571100,316400
3314000,318000
3322100,310900
3225300,318500
3132100,313400
3101000,317900
3356900,310300
3351700,321100
3482900,307800
3199200,281900
3554400,294400
4006700,295900
4844500,293000
7372100,294100
5958500,305400
4304300,286500
4816500,171800
5027900,171600
5005500,172900
4935200,171500
4966600,171700
4986400,171700
4913200,171600
4911800,171600
7793300,172400
9763000,171600
9743900,171700
9070700,171600
8259000,171500
8181400,172400
8504300,171400
7818400,171500
4979200,171500
8065800,171500
7673000,171500
5034900,172500
5281100,171400
7916000,171400
7894700,171500
5226400,171600
5162900,171400
5714100,172300
8332800,171400
8059900,171400
5172900,171300
5186100,171200
5711500,171300
8428700,172600
7651800,171400
4981100,171300
4858200,171400
4766900,171400
7176900,171300
6822500,244900
5946300,171500
7593900,187600
6723700,171600
6310300,171600
4419500,172800
4396500,171500
4390000,171300
4304600,171300
4307000,171300
4327500,171400
4293100,172200
4154900,171300
4238300,171300
4227500,171300
4196100,171300
4100000,172300
4063200,171300
4128200,171300
4193600,171300
4155800,171200
4219400,171200
4125500,172300
4128200,171200
4238400,171200
4194700,171200
4200200,171300
4136000,171300
4291700,172200
4046500,171300
4124800,171300
4156500,171200
6021800,171300
4132200,171300
4128200,172300
4255200,171300
4128400,171300
4129300,171300
4127200,171300
4193200,171300
4128600,172100
4134600,171300
4204000,171200
4179500,171400
4236600,171300
4129700,172100
4129300,171300
4284600,171300
4128400,171300
4171900,171300
4128600,171300
4215700,172100
4127500,171300
4130300,171300
4127200,171300
4273700,171300
4051400,171300
3997500,172100
4034300,171300
3950600,171300
3970300,171300
3970100,171300
4051300,171300
3991900,172200
4364500,171200
4129200,171400
4431900,171300
4158500,171300
4147500,171300
4128300,172200
4138900,171300
4073300,171400
4144300,171300
3968800,171300
4120800,171300
3969600,173700
4170800,171400
4128300,171200
4119600,171300
4146700,171300
4181000,172500
4133500,171300
5851100,171300
4183800,171300
4128900,171300
4334600,171300
4128600,172100
4214000,171300
4204500,171100
4043900,171200
4127100,171300
4164700,171200
4316300,180600
4158000,224500
4127500,183700
4098000,167000
4131100,165600
4126400,166000
4133600,180000
4180500,177200
5022500,158800
4125100,158800
3985500,158900
4114400,160000
4156300,173500
4059000,153000
3970700,153100
4035400,153100
4010300,153100
3969300,153100
3970800,154100
4018100,169700
4202500,158800
4127400,158700
4251200,158600
4385800,158700
4462500,159500
4138500,176100
4135400,164800
4188100,164700
4051400,164900
4152600,171500
4134200,165900
4578100,181500
4046800,171300
4127300,171300
4155600,171300
4165300,171400
4127300,172400
4147200,171200
5951800,171300
4183500,171300
4126400,171300
4155500,171300
4365900,172300
4743000,171300
5011900,171300
5475600,171300
5450900,171300
5553500,172300
5453300,171300
5473500,171300
5429300,171300
6376200,171300
5754200,171300
5433800,172200
5467500,171300
5450200,171400
5430100,171400
5023000,171300
4512200,171400
4334800,172400
4069000,171400
4138300,171400
4238200,171300
4030900,171400
4286400,171400
4131500,172300
4158600,171400
4133100,171300
4163400,171300
4069900,171300
3993400,171300
4077200,172300
4046600,171400
3967400,171400
4004700,171400
3985200,171400
4065300,172200
4105300,171200
4126100,171300
4142100,171400
4142400,171400
4131300,171300
4134500,190000
4142200,171500
9832600,171500
4218900,171500
4213100,171500
4129700,171400
4152600,172700
4183100,171400
4445100,171400
4133800,171500
4129400,171500
4324600,171400
4139300,176700
4146300,171500
4159500,171500
4605200,184700
4131100,211000
4125800,197500
4126400,172400
4173300,191700
4143500,217100
4283400,231000
4687600,174100
4862800,172200
4687800,172000
4687100,171700
4889000,171800
4716300,171800
4688900,172600
4787600,171500
4756800,171600
4689900,171500
4691500,171500
4881700,171500
4691800,172500
4718000,171600
4791500,171500
4737700,171500
4598500,171500
4066500,172200
4524800,171500
4063200,171500
4073900,171400
4001500,171400
4063600,171300
4109200,172300
4125100,171500
4149000,171500
4124800,171500
4091500,171400
5863700,171400
4238600,172300
3575400,171400
3478000,171400
3967100,171400
4297400,171400
4222200,171600
4129500,172400
4133400,171400
4152200,171400
4160300,171300
4148100,171400
4126700,171300
6405900,172300
4164300,171400
4128900,171300
4173800,171300
4131700,171300
4201300,172300
4131500,171500
4138400,171500
4135700,171300
4224200,171400
4041400,171500
4047600,172400
4017500,171400
4021900,171300
4039800,171400
4051300,171400
3971500,171300
4020000,172200
3970200,171400
4058000,171300
3971800,171300
4021300,171300
4019800,171300
4193200,173700
4130100,171300
4181300,171300
4351200,171300
4251500,171300
4130500,171400
4212400,172400
4147000,171300
4127300,171400
4130800,171400
4179800,171400
4151200,172300
4097400,171300
3857200,171400
5231200,171300
4091200,171300
4134900,171500
4195700,193400
4446400,171700
4126100,172000
4317400,171600
4689300,171400
4782900,171600
4689500,172700
4688100,171300
4791100,171300
4690500,171400
4690700,171400
4687000,171300
4763800,172300
4689200,171800
4705600,187000
4747200,172000
4770800,171400
4691000,172800
4673700,171500
4184100,171400
4126500,171400
4052400,171400
4040300,171300
4084300,172300
4031600,171300
4034600,171300
4040700,171400
3982800,171300
3992300,171400
3967100,172200
4096200,171300
4208100,171300
4038300,171400
4035300,171300
4088600,171300
4065300,172200
4037200,171300
4035500,171300
4179800,171300
4153100,171400
4124300,171300
4125000,172200
4300200,171400
4183200,171400
4327400,171500
4379400,171400
4164900,172100
3662500,171400
3303300,171300
4614200,171300
3034900,171400
3291900,171300
3672500,172300
3956200,171300
4337600,171300
4330400,171400
4357700,171400
4301400,171300
4395300,172200
4301800,171300
4353100,171300
4300200,171300
4340500,171300
4300800,171400
4529200,172300
4392100,185800
4302400,164700
4300000,164700
4354800,164700
4373300,164700
4301700,182100
4357800,165000
4326600,164900
4210100,164800
4038700,164800
3997700,164800
4016700,166000
4048000,164800
3968600,164800
3983800,164800
4028600,164700
3968600,164800
3971500,165800
3968800,164700
4043600,164700
3970900,164700
3996700,164700
3969600,164700
4079400,165700
3909200,164700
4113500,164700
4040200,164700
4164300,164700
4270900,164800
4178900,169500
4128600,164800
4103700,176300
3780700,158700
4122700,158600
5927600,158600
4331600,159900
4158900,158600
4167600,178200
4076100,164800
4180400,164800
4039400,164700
4037300,165700
4104100,164800
3953900,184100
3968300,171300
3970100,171300
4008300,171300
4023200,184900
4147600,171800
4074000,171400
4152500,171300
4176600,171300
4060200,172500
4039800,171300
4174500,171300
4402800,171300
4129600,171200
4087500,206200
4067400,200300
3814700,181000
4117300,181600
4129400,165200
4284300,165000
4283600,165000
4195500,172700
4153600,183100
4145300,171500
4147600,171400
4131900,171300
4085500,172400
6119300,171400
7194300,171400
4659400,171400
4130000,171400
4167600,171400
4259400,172500
4169300,171300
4132500,171300
4152000,171300
4127500,171800
4327300,171300
4129400,172300
5688900,171400
4210500,171400
4157200,171300
4199300,171400
4138300,171200
4185900,172400
4126900,171300
4171800,171200
4113500,171400
4156000,171300
3777600,171300
4224800,172100
4428100,171200
4314800,171400
4326900,171300
4254800,171300
4526100,172100
6239500,171300
7392300,171300
4719900,171300
4302000,171100
4306700,171300
4763100,173500
4329100,171400
4370900,171300
4361900,171200
4417400,171300
4301700,171400
4301700,172400
4352900,171400
3925100,171300
4227200,171300
4328900,171300
4261600,171300
4280600,172300
4127900,171300
4131200,171300
4230400,171400
4127800,171400
4460700,171200
4242400,179200
4313900,171500
4241400,171600
4292800,171300
4193400,171200
4253200,172500
6034300,171200
4127500,171300
4421500,171300
6442900,171300
7072000,171300
4384400,172100
4304600,171300
4297400,171300
4334000,171300
4381500,171300
4397500,171300
4296100,172200
4367300,171300
4327300,171200
4299400,171200
4308100,171300
4297100,185200
4341700,172600
4295800,171300
4337700,171300
4296600,171300
4327500,171400
4297500,171300
4326900,172200
4142200,171300
4146500,171200
4126400,171300
4163700,171300
4024200,172200
4098700,171400
3966200,171300
4085300,171300
3966500,171300
3998000,171400
3968100,172200
3900600,171400
3888600,171300
3564700,171300
3579500,171300
3951500,171300
4057000,172100
4183100,171200
4129500,171300
4395000,171300
4198100,171300
5770900,171300
4188600,172200
4127800,171300
4124800,171200
4186400,171300
4296800,171300
4124500,171200
4333700,189300
4359900,171400
4393400,171300
4297700,171300
4300100,171300
4620900,172600
4385800,171100
4297600,171200
4375400,171300
4380500,171300
4464700,171400
4296600,172200
4330900,171200
5168400,171400
4321100,171500
4298000,171200
4318700,171300
4015100,172300
4126400,171300
4068300,171200
4162100,171200
4129000,171200
4109900,171300
4034800,172200
5961900,171300
7248100,180800
4338500,164800
7402400,164700
6349800,164600
5841500,165600
7511700,164700
4614200,164700
5403200,164600
6620600,164600
4394200,164600
8369300,182800
4998700,165000
5083100,182400
8591500,171400
6495400,171400
9011700,172600
7644300,171200
8993700,171200
8136400,171200
9096700,171300
5437200,171200
5202300,172300
5167000,171300
5218600,171400
5166100,171200
5132300,171300
4319200,171300
4304500,172200
4247800,171200
4198100,171300
6183900,171300
7264700,171300
4458900,171300
4193700,172100
4199400,171200
4222800,171300
4334600,183900
4196500,171900
4161500,171300
4289500,172400
4404400,171300
4278800,171300
4128600,171400
4288200,171300
4209800,172300
4150000,171200
4130100,171200
4252000,171300
4170600,171300
4145300,171300
3733300,172300
5856300,171300
4311300,171300
4339600,171200
4382400,171300
4311400,171300
4216100,172100
4212700,171300
4276400,171300
4362100,171300
4292300,171200
4278000,171300
4180500,172200
4290000,171400
4212600,171300
4197000,171300
4204200,171200
4209900,171300
4138800,172100
4150300,171200
4186900,171300
4140200,171400
4107200,171300
4323800,172100
3671100,171300
3437600,171200
3748000,171300
4273000,171300
4243200,171300
4195600,172200
4125200,171200
4175500,171200
4175700,171300
4125400,171300
4125500,171400
4317100,172900
4228700,171300
4133800,171300
4351700,171300
4159500,171200
5685500,171200
4129800,172200
4182400,171200
4128000,171200
4167700,171200
4148200,171200
4157500,171300
4129700,172100
4157400,171300
4129600,171300
4368900,171200
4127700,171200
4204800,175300
4137800,171800
4126900,171400
4128400,171300
4184700,171300
4356300,171300
4220700,172400
4149700,171200
4277200,171300
6317500,180400
4197600,164700
4196500,164800
4230100,165500
3897200,164600
4157400,164600
4164500,164700
4185500,164700
4197500,164600
4157400,165600
4282400,164800
4541500,164800
4299400,164700
4160000,164700
4307700,164800
4186000,165600
4302500,164700
6143900,164600
4279500,164700
4217500,164700
4157700,164800
4243200,165600
4158200,176400
4388400,165000
4201600,164900
4139300,164800
3752600,164700
4106800,166200
4158200,164800
4169200,164700
4256800,164700
4202200,164900
4223500,168500
4212500,165800
4225800,164800
4130800,164900
4140000,164600
4163000,164800
4145200,164700
4127000,191900
4170000,164900
4161900,164700
4307300,164800
4131300,164900
4160200,164800
4157100,165800
4154900,164800
4126700,164700
4201200,185800
4146000,171300
4067200,171500
4072200,172300
4126600,171300
4038500,171300
4089600,171300
4055300,171300
5738400,171200
4157500,172000
4127600,171400
4184100,171300
4128900,171300
4157900,171200
4121900,172300
5090700,171400
4007200,171300
4026000,182800
4013800,164800
3970000,164700
4020500,165500
3535500,164800
3502000,164800
3787200,164800
3407100,164800
3836300,164600
4127500,165600
4139400,164700
4156500,164800
4147400,164700
4154400,164800
4408900,164800
4124100,165500
4156000,164600
4158100,164800
4038900,164700
4153300,164800
4124600,164900
4442500,167200
4384300,182900
4187500,177900
4155500,165000
4402200,176600
3838100,158800
4070200,159500
4152800,158600
4033900,158800
4000800,170000
4075600,152900
6009200,153000
4096600,153000
4313300,153800
4330800,153000
4435200,152900
4304600,172300
4302200,158700
4302800,158700
4612900,159400
4303100,158600
4305600,158500
4407200,178400
4374000,164700
4304300,164700
4301200,165600
4554200,164800
4386000,164600
4300300,184800
4487900,171300
5381100,171200
7607000,172200
5855700,171300
4496400,171200
4485800,171300
4706300,171200
4488500,186500
4492200,171500
4505800,171500
4810400,171400
4494700,171300
4482200,171300
4574800,172300
4530300,171300
4516400,171300
4483300,171300
4551100,171300
4485100,171300
4460400,172200
4378300,171300
4314100,171200
4298700,171300
4189800,171300
4520300,171200
5772700,172200
4294900,171300
4367200,171200
4300200,171300
4318400,171300
4382300,171100
